"","name","module","connectivity","participation","role","X0.228752265877247"
"1822","1822",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1823","1823",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1828","1828",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1831","1831",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1835","1835",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"202","202",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"235","235",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"257","257",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"261","261",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"270","270",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"271","271",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"274","274",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"289","289",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"295","295",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"303","303",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"317","317",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"329","329",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"337","337",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"341","341",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"345","345",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"349","349",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"358","358",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"382","382",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"403","403",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"469","469",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"491","491",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"526","526",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"578","578",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"579","579",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"586","586",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"667","667",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"719","719",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"726","726",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"793","793",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"811","811",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"83","83",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"840","840",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"889","889",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"892","892",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"894","894",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"895","895",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"896","896",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"904","904",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"905","905",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"924","924",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"980","980",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1003","1003",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1070","1070",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1106","1106",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1201","1201",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1208","1208",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1217","1217",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1234","1234",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1236","1236",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1285","1285",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1380","1380",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1402","1402",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1404","1404",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1408","1408",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1414","1414",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1416","1416",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1454","1454",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1468","1468",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1474","1474",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1502","1502",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1605","1605",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1731","1731",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1761","1761",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1806","1806",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"325","325",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"338","338",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"346","346",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"416","416",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"429","429",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"444","444",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"485","485",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"543","543",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"545","545",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"564","564",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"593","593",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"674","674",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"679","679",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"688","688",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"710","710",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"716","716",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"761","761",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"763","763",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"773","773",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"775","775",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"806","806",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"927","927",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"949","949",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"971","971",0,-0.034271227245402,0.444444444444445,"Peripheral",0.228752265877247
"1212","1212",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1246","1246",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1250","1250",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1267","1267",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1311","1311",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1413","1413",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1504","1504",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1573","1573",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"182","182",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"804","804",0,-0.034271227245402,0.48,"Peripheral",0.228752265877247
"1238","1238",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"1248","1248",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"1318","1318",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"153","153",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"1588","1588",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"1716","1716",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"174","174",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"1785","1785",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"1827","1827",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"211","211",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"292","292",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"340","340",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"348","348",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"364","364",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"437","437",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"534","534",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"594","594",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"753","753",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"893","893",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"901","901",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"92","92",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"954","954",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"994","994",0,-0.034271227245402,0.5,"Peripheral",0.228752265877247
"1001","1001",0,-0.034271227245402,0.571428571428571,"Peripheral",0.228752265877247
"1112","1112",0,-0.034271227245402,0.571428571428571,"Peripheral",0.228752265877247
"1337","1337",0,-0.034271227245402,0.571428571428571,"Peripheral",0.228752265877247
"312","312",0,-0.034271227245402,0.571428571428571,"Peripheral",0.228752265877247
"466","466",0,-0.034271227245402,0.571428571428571,"Peripheral",0.228752265877247
"518","518",0,-0.034271227245402,0.571428571428571,"Peripheral",0.228752265877247
"807","807",0,-0.034271227245402,0.571428571428571,"Peripheral",0.228752265877247
"1294","1294",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"1301","1301",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"1304","1304",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"1642","1642",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"297","297",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"387","387",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"48","48",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"814","814",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"872","872",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"993","993",0,-0.034271227245402,0.592592592592593,"Peripheral",0.228752265877247
"1224","1224",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"1349","1349",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"1364","1364",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"1637","1637",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"1693","1693",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"1784","1784",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"198","198",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"334","334",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"405","405",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"536","536",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"550","550",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"63","63",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"678","678",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"685","685",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"699","699",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"841","841",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"849","849",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"972","972",0,-0.034271227245402,0.611111111111111,"Peripheral",0.228752265877247
"1098","1098",0,-0.034271227245402,0.615384615384615,"Peripheral",0.228752265877247
"1562","1562",0,-0.034271227245402,0.615384615384615,"Peripheral",0.228752265877247
"486","486",0,-0.034271227245402,0.615384615384615,"Peripheral",0.228752265877247
"563","563",0,-0.034271227245402,0.615384615384615,"Peripheral",0.228752265877247
"1261","1261",0,-0.034271227245402,0.62,"Connector",0.228752265877247
"1210","1210",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"1270","1270",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"1313","1313",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"1342","1342",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"1348","1348",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"1584","1584",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"1754","1754",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"193","193",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"250","250",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"285","285",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"443","443",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"86","86",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"184","184",0,-0.034271227245402,0.625,"Connector",0.228752265877247
"1277","1277",0,-0.034271227245402,0.628099173553719,"Connector",0.228752265877247
"1703","1703",0,-0.034271227245402,0.628099173553719,"Connector",0.228752265877247
"46","46",0,-0.034271227245402,0.628099173553719,"Connector",0.228752265877247
"788","788",0,-0.034271227245402,0.628099173553719,"Connector",0.228752265877247
"797","797",0,-0.034271227245402,0.628099173553719,"Connector",0.228752265877247
"843","843",0,-0.034271227245402,0.628099173553719,"Connector",0.228752265877247
"1092","1092",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"1298","1298",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"519","519",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"897","897",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"90","90",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"1090","1090",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"1397","1397",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"829","829",0,-0.034271227245402,0.64,"Connector",0.228752265877247
"1225","1225",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"1233","1233",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"1332","1332",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"1464","1464",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"1594","1594",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"173","173",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"447","447",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"747","747",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"756","756",0,-0.034271227245402,0.641975308641975,"Connector",0.228752265877247
"1274","1274",0,-0.034271227245402,0.653061224489796,"Connector",0.228752265877247
"1722","1722",0,-0.034271227245402,0.653061224489796,"Connector",0.228752265877247
"1838","1838",0,-0.034271227245402,0.653061224489796,"Connector",0.228752265877247
"765","765",0,-0.034271227245402,0.653061224489796,"Connector",0.228752265877247
"790","790",0,-0.034271227245402,0.653061224489796,"Connector",0.228752265877247
"1180","1180",0,-0.034271227245402,0.653061224489796,"Connector",0.228752265877247
"909","909",0,-0.034271227245402,0.653061224489796,"Connector",0.228752265877247
"147","147",0,-0.034271227245402,0.65625,"Connector",0.228752265877247
"1762","1762",0,-0.034271227245402,0.65625,"Connector",0.228752265877247
"380","380",0,-0.034271227245402,0.65625,"Connector",0.228752265877247
"1125","1125",0,-0.034271227245402,0.666666666666667,"Connector",0.228752265877247
"1296","1296",0,-0.034271227245402,0.666666666666667,"Connector",0.228752265877247
"1561","1561",0,-0.034271227245402,0.666666666666667,"Connector",0.228752265877247
"352","352",0,-0.034271227245402,0.666666666666667,"Connector",0.228752265877247
"458","458",0,-0.034271227245402,0.666666666666667,"Connector",0.228752265877247
"686","686",0,-0.034271227245402,0.666666666666667,"Connector",0.228752265877247
"4","4",0,13.0922915015141,0.658196019155559,"Connector Hub",0.228752265877247
"5","5",0,20.3580647550475,0.623088161808448,"Connector Hub",0.228752265877247
"1004","1004",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1010","1010",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1023","1023",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1028","1028",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1029","1029",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1056","1056",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1067","1067",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1068","1068",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1069","1069",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1079","1079",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1085","1085",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1088","1088",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1097","1097",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1102","1102",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1115","1115",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1122","1122",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1124","1124",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1147","1147",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"115","115",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"116","116",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1162","1162",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"117","117",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1178","1178",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"118","118",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1182","1182",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"119","119",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1194","1194",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1199","1199",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"120","120",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1202","1202",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1204","1204",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"121","121",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1211","1211",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1216","1216",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"122","122",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1221","1221",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1228","1228",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1231","1231",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1237","1237",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1242","1242",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"125","125",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1258","1258",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"126","126",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1262","1262",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1268","1268",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"127","127",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1278","1278",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"128","128",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1282","1282",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1299","1299",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"130","130",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1300","1300",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1303","1303",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1305","1305",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1308","1308",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"131","131",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1327","1327",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1328","1328",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1338","1338",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1339","1339",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1345","1345",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1347","1347",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"135","135",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1355","1355",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1358","1358",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1361","1361",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1379","1379",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1387","1387",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1400","1400",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"142","142",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1420","1420",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1426","1426",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"143","143",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1444","1444",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1449","1449",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"145","145",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1461","1461",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1482","1482",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1484","1484",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1525","1525",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1535","1535",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1542","1542",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1548","1548",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1549","1549",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"156","156",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1571","1571",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1572","1572",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1582","1582",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1608","1608",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1609","1609",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1610","1610",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1613","1613",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1617","1617",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1629","1629",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1632","1632",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1634","1634",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1666","1666",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1671","1671",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1673","1673",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1683","1683",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1688","1688",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1698","1698",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1710","1710",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1720","1720",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1721","1721",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1732","1732",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1738","1738",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"175","175",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1758","1758",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1770","1770",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1771","1771",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1772","1772",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1775","1775",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1777","1777",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1779","1779",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"179","179",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1797","1797",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1812","1812",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1821","1821",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1824","1824",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"1826","1826",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"189","189",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"191","191",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"213","213",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"246","246",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"253","253",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"256","256",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"281","281",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"29","29",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"298","298",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"314","314",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"367","367",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"368","368",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"419","419",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"430","430",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"435","435",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
"436","436",1,-0.175234388183889,0,"Ultra peripheral",0.228752265877247
